,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw,ACC_x,ACC_y,ACC_z,GYR_x,GYR_y,GYR_z,Q_0,Q_1,Q_2,Q_3,Pitch,Yaw
8940,0.985352,0.088867,0.213379,-2.441406,8.117676,0.366211,0.578735,-0.325165,-0.580353,-0.471649,-78.118286,-125.502319,1.012695,-0.004883,-0.148926,-1.708984,-2.380371,0.854492,0.313568,-0.692017,-0.291656,-0.581085,-80.837402,14.304199,0.991211,0.171875,0.036621,-1.953125,-2.258301,-0.183105,-0.281799,0.576019,0.411163,0.647797,-77.980957,148.568115
8950,0.980957,0.088379,0.218262,-3.295898,7.568359,0.244141,0.583252,-0.321899,-0.579407,-0.469482,-78.030396,-123.079834,1.023926,-0.020996,-0.149902,-3.417969,-2.746582,0.427246,0.306213,-0.696014,-0.284821,-0.583618,-80.738525,14.095459,0.988281,0.168945,0.042969,0.366211,-1.342773,0.183105,-0.281311,0.576660,0.410248,0.648071,-78.024902,148.441772
8960,0.980957,0.088379,0.218262,-3.295898,7.568359,0.244141,0.583252,-0.321899,-0.579407,-0.469482,-78.030396,-123.079834,1.023926,-0.020996,-0.149902,-3.417969,-2.746582,0.427246,0.306213,-0.696014,-0.284821,-0.583618,-80.738525,14.095459,0.988281,0.168945,0.042969,0.366211,-1.342773,0.183105,-0.281311,0.576660,0.410248,0.648071,-78.024902,148.441772
8970,0.980957,0.088379,0.218262,-3.295898,7.568359,0.244141,0.583252,-0.321899,-0.579407,-0.469482,-78.030396,-123.079834,1.023926,-0.020996,-0.149902,-3.417969,-2.746582,0.427246,0.306213,-0.696014,-0.284821,-0.583618,-80.738525,14.095459,0.988281,0.168945,0.042969,0.366211,-1.342773,0.183105,-0.281311,0.576660,0.410248,0.648071,-78.024902,148.441772
8980,0.980957,0.088379,0.218262,-3.295898,7.568359,0.244141,0.583252,-0.321899,-0.579407,-0.469482,-78.030396,-123.079834,1.023926,-0.020996,-0.149902,-3.417969,-2.746582,0.427246,0.306213,-0.696014,-0.284821,-0.583618,-80.738525,14.095459,0.988281,0.168945,0.042969,0.366211,-1.342773,0.183105,-0.281311,0.576660,0.410248,0.648071,-78.024902,148.441772
8990,0.979004,0.085938,0.223145,-3.967285,7.934570,0.000000,0.587036,-0.319214,-0.578461,-0.467804,-77.937012,-121.058350,1.014648,-0.045410,-0.126953,-1.586914,-2.258301,0.549316,0.301422,-0.698456,-0.280151,-0.585449,-80.678101,13.754883,0.985840,0.158203,0.048340,1.281738,-1.281738,0.305176,-0.280884,0.577301,0.409210,0.648315,-78.079834,148.359375
9000,0.979004,0.085938,0.223145,-3.967285,7.934570,0.000000,0.587036,-0.319214,-0.578461,-0.467804,-77.937012,-121.058350,1.014648,-0.045410,-0.126953,-1.586914,-2.258301,0.549316,0.301422,-0.698456,-0.280151,-0.585449,-80.678101,13.754883,0.985840,0.158203,0.048340,1.281738,-1.281738,0.305176,-0.280884,0.577301,0.409210,0.648315,-78.079834,148.359375
9010,0.979004,0.085938,0.223145,-3.967285,7.934570,0.000000,0.587036,-0.319214,-0.578461,-0.467804,-77.937012,-121.058350,1.014648,-0.045410,-0.126953,-1.586914,-2.258301,0.549316,0.301422,-0.698456,-0.280151,-0.585449,-80.678101,13.754883,0.985840,0.158203,0.048340,1.281738,-1.281738,0.305176,-0.280884,0.577301,0.409210,0.648315,-78.079834,148.359375
9020,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.590729,-0.316589,-0.577362,-0.466278,-77.794189,-118.729248,1.011719,-0.054688,-0.130859,-1.037598,-2.258301,0.915527,0.297333,-0.700653,-0.276001,-0.586884,-80.617676,13.441772,0.988281,0.158203,0.039062,1.342773,-1.403809,0.366211,-0.280579,0.577850,0.408386,0.648468,-78.134766,148.271484
9030,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.590729,-0.316589,-0.577362,-0.466278,-77.794189,-118.729248,1.011719,-0.054688,-0.130859,-1.037598,-2.258301,0.915527,0.297333,-0.700653,-0.276001,-0.586884,-80.617676,13.441772,0.988281,0.158203,0.039062,1.342773,-1.403809,0.366211,-0.280579,0.577850,0.408386,0.648468,-78.134766,148.271484
9040,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.590729,-0.316589,-0.577362,-0.466278,-77.794189,-118.729248,1.011719,-0.054688,-0.130859,-1.037598,-2.258301,0.915527,0.297333,-0.700653,-0.276001,-0.586884,-80.617676,13.441772,0.988281,0.158203,0.039062,1.342773,-1.403809,0.366211,-0.280579,0.577850,0.408386,0.648468,-78.134766,148.271484
9050,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.594971,-0.313507,-0.575897,-0.464813,-77.645874,-116.751709,1.008789,-0.041504,-0.134766,-0.183105,-2.136230,0.854492,0.292358,-0.703186,-0.270935,-0.588715,-80.557251,13.018799,0.992188,0.165527,0.040039,1.220703,-1.464844,0.000000,-0.280365,0.578400,0.407684,0.648499,-78.195190,148.128662
9060,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.594971,-0.313507,-0.575897,-0.464813,-77.645874,-116.751709,1.008789,-0.041504,-0.134766,-0.183105,-2.136230,0.854492,0.292358,-0.703186,-0.270935,-0.588715,-80.557251,13.018799,0.992188,0.165527,0.040039,1.220703,-1.464844,0.000000,-0.280365,0.578400,0.407684,0.648499,-78.195190,148.128662
9070,0.977539,0.083496,0.235352,-4.211426,8.728027,-0.549316,0.594971,-0.313507,-0.575897,-0.464813,-77.645874,-116.751709,1.008789,-0.041504,-0.134766,-0.183105,-2.136230,0.854492,0.292358,-0.703186,-0.270935,-0.588715,-80.557251,13.018799,0.992188,0.165527,0.040039,1.220703,-1.464844,0.000000,-0.280365,0.578400,0.407684,0.648499,-78.195190,148.128662
9080,0.976562,0.082520,0.243652,-4.089355,9.277344,-1.159668,0.598541,-0.310760,-0.574524,-0.463715,-77.459106,-114.823608,1.015625,-0.038086,-0.154785,0.183105,-1.525879,0.671387,0.287903,-0.705444,-0.266449,-0.590271,-80.502319,12.667236,0.992188,0.161133,0.037109,2.746582,-1.098633,0.366211,-0.280457,0.578766,0.407257,0.648407,-78.244629,148.046265
9090,0.976562,0.082520,0.243652,-4.089355,9.277344,-1.159668,0.598541,-0.310760,-0.574524,-0.463715,-77.459106,-114.823608,1.015625,-0.038086,-0.154785,0.183105,-1.525879,0.671387,0.287903,-0.705444,-0.266449,-0.590271,-80.502319,12.667236,0.992188,0.161133,0.037109,2.746582,-1.098633,0.366211,-0.280457,0.578766,0.407257,0.648407,-78.244629,148.046265
9100,0.976562,0.082520,0.243652,-4.089355,9.277344,-1.159668,0.598541,-0.310760,-0.574524,-0.463715,-77.459106,-114.823608,1.015625,-0.038086,-0.154785,0.183105,-1.525879,0.671387,0.287903,-0.705444,-0.266449,-0.590271,-80.502319,12.667236,0.992188,0.161133,0.037109,2.746582,-1.098633,0.366211,-0.280457,0.578766,0.407257,0.648407,-78.244629,148.046265
9110,0.975098,0.082520,0.250977,-3.845215,9.216309,-1.708984,0.602600,-0.307556,-0.572998,-0.462524,-77.222900,-112.703247,1.015137,-0.032715,-0.146484,0.549316,-1.647949,0.244141,0.282532,-0.708008,-0.261139,-0.592133,-80.447388,12.282715,0.983398,0.168945,0.032715,1.281738,-1.892090,0.366211,-0.280579,0.579102,0.407043,0.648193,-78.294067,147.941895
9120,0.975098,0.082520,0.250977,-3.845215,9.216309,-1.708984,0.602600,-0.307556,-0.572998,-0.462524,-77.222900,-112.703247,1.015137,-0.032715,-0.146484,0.549316,-1.647949,0.244141,0.282532,-0.708008,-0.261139,-0.592133,-80.447388,12.282715,0.983398,0.168945,0.032715,1.281738,-1.892090,0.366211,-0.280579,0.579102,0.407043,0.648193,-78.294067,147.941895
9130,0.975098,0.082520,0.250977,-3.845215,9.216309,-1.708984,0.602600,-0.307556,-0.572998,-0.462524,-77.222900,-112.703247,1.015137,-0.032715,-0.146484,0.549316,-1.647949,0.244141,0.282532,-0.708008,-0.261139,-0.592133,-80.447388,12.282715,0.983398,0.168945,0.032715,1.281738,-1.892090,0.366211,-0.280579,0.579102,0.407043,0.648193,-78.294067,147.941895
9140,0.975098,0.082520,0.250977,-3.845215,9.216309,-1.708984,0.602600,-0.307556,-0.572998,-0.462524,-77.222900,-112.703247,1.015137,-0.032715,-0.146484,0.549316,-1.647949,0.244141,0.282532,-0.708008,-0.261139,-0.592133,-80.447388,12.282715,0.983398,0.168945,0.032715,1.281738,-1.892090,0.366211,-0.280579,0.579102,0.407043,0.648193,-78.294067,147.941895
9150,0.974121,0.083984,0.259766,-3.662109,8.789062,-2.075195,0.605957,-0.304779,-0.571716,-0.461548,-77.003174,-111.005859,1.006836,-0.034668,-0.143555,0.183105,-1.037598,0.366211,0.278137,-0.709961,-0.256714,-0.593811,-80.419922,11.920166,0.995605,0.159668,0.029785,0.915527,-1.281738,0.000000,-0.280426,0.579620,0.406464,0.648163,-78.343506,147.771606
9160,0.974121,0.083984,0.259766,-3.662109,8.789062,-2.075195,0.605957,-0.304779,-0.571716,-0.461548,-77.003174,-111.005859,1.006836,-0.034668,-0.143555,0.183105,-1.037598,0.366211,0.278137,-0.709961,-0.256714,-0.593811,-80.419922,11.920166,0.995605,0.159668,0.029785,0.915527,-1.281738,0.000000,-0.280426,0.579620,0.406464,0.648163,-78.343506,147.771606
9170,0.974121,0.083984,0.259766,-3.662109,8.789062,-2.075195,0.605957,-0.304779,-0.571716,-0.461548,-77.003174,-111.005859,1.006836,-0.034668,-0.143555,0.183105,-1.037598,0.366211,0.278137,-0.709961,-0.256714,-0.593811,-80.419922,11.920166,0.995605,0.159668,0.029785,0.915527,-1.281738,0.000000,-0.280426,0.579620,0.406464,0.648163,-78.343506,147.771606
9180,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.609192,-0.302063,-0.570496,-0.460571,-76.744995,-109.165649,1.014160,-0.034668,-0.163086,0.061035,-0.732422,0.183105,0.273651,-0.711975,-0.252197,-0.595428,-80.392456,11.541138,0.993652,0.167969,0.018555,0.610352,-0.976562,0.000000,-0.280701,0.579803,0.406342,0.647980,-78.387451,147.711182
9190,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.609192,-0.302063,-0.570496,-0.460571,-76.744995,-109.165649,1.014160,-0.034668,-0.163086,0.061035,-0.732422,0.183105,0.273651,-0.711975,-0.252197,-0.595428,-80.392456,11.541138,0.993652,0.167969,0.018555,0.610352,-0.976562,0.000000,-0.280701,0.579803,0.406342,0.647980,-78.387451,147.711182
9200,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.609192,-0.302063,-0.570496,-0.460571,-76.744995,-109.165649,1.014160,-0.034668,-0.163086,0.061035,-0.732422,0.183105,0.273651,-0.711975,-0.252197,-0.595428,-80.392456,11.541138,0.993652,0.167969,0.018555,0.610352,-0.976562,0.000000,-0.280701,0.579803,0.406342,0.647980,-78.387451,147.711182
9210,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.612854,-0.298920,-0.569153,-0.459442,-76.525269,-107.693481,1.007812,-0.035645,-0.165527,-0.122070,-1.098633,0.000000,0.268402,-0.714264,-0.246979,-0.597290,-80.359497,11.112671,0.992188,0.154297,0.029785,-0.610352,-0.854492,-0.305176,-0.280609,0.580109,0.405853,0.648071,-78.425903,147.700195
9220,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.612854,-0.298920,-0.569153,-0.459442,-76.525269,-107.693481,1.007812,-0.035645,-0.165527,-0.122070,-1.098633,0.000000,0.268402,-0.714264,-0.246979,-0.597290,-80.359497,11.112671,0.992188,0.154297,0.029785,-0.610352,-0.854492,-0.305176,-0.280609,0.580109,0.405853,0.648071,-78.425903,147.700195
9230,0.972168,0.085449,0.266113,-3.540039,8.239746,-2.258301,0.612854,-0.298920,-0.569153,-0.459442,-76.525269,-107.693481,1.007812,-0.035645,-0.165527,-0.122070,-1.098633,0.000000,0.268402,-0.714264,-0.246979,-0.597290,-80.359497,11.112671,0.992188,0.154297,0.029785,-0.610352,-0.854492,-0.305176,-0.280609,0.580109,0.405853,0.648071,-78.425903,147.700195
9240,0.971191,0.087402,0.271484,-3.356934,7.446289,-2.319336,0.615814,-0.296326,-0.568115,-0.458435,-76.311035,-106.331177,1.010254,-0.039062,-0.152832,-0.732422,-0.671387,0.000000,0.263916,-0.716156,-0.242523,-0.598816,-80.321045,10.794067,0.983398,0.171875,0.031250,-0.732422,-0.732422,0.610352,-0.280304,0.580414,0.405151,0.648315,-78.458862,147.694702
9250,0.971191,0.087402,0.271484,-3.356934,7.446289,-2.319336,0.615814,-0.296326,-0.568115,-0.458435,-76.311035,-106.331177,1.010254,-0.039062,-0.152832,-0.732422,-0.671387,0.000000,0.263916,-0.716156,-0.242523,-0.598816,-80.321045,10.794067,0.983398,0.171875,0.031250,-0.732422,-0.732422,0.610352,-0.280304,0.580414,0.405151,0.648315,-78.458862,147.694702
9260,0.971191,0.087402,0.271484,-3.356934,7.446289,-2.319336,0.615814,-0.296326,-0.568115,-0.458435,-76.311035,-106.331177,1.010254,-0.039062,-0.152832,-0.732422,-0.671387,0.000000,0.263916,-0.716156,-0.242523,-0.598816,-80.321045,10.794067,0.983398,0.171875,0.031250,-0.732422,-0.732422,0.610352,-0.280304,0.580414,0.405151,0.648315,-78.458862,147.694702
9270,0.968750,0.088867,0.273926,-3.051758,6.347656,-2.197266,0.619141,-0.293427,-0.567047,-0.457123,-76.074829,-104.869995,1.012207,-0.036133,-0.146484,0.305176,-0.305176,-0.061035,0.259155,-0.717957,-0.237701,-0.600708,-80.326538,10.343628,1.003906,0.156738,0.027832,0.488281,0.061035,-0.427246,-0.280151,0.580688,0.404480,0.648590,-78.491821,147.738647
9280,0.968750,0.088867,0.273926,-3.051758,6.347656,-2.197266,0.619141,-0.293427,-0.567047,-0.457123,-76.074829,-104.869995,1.012207,-0.036133,-0.146484,0.305176,-0.305176,-0.061035,0.259155,-0.717957,-0.237701,-0.600708,-80.326538,10.343628,1.003906,0.156738,0.027832,0.488281,0.061035,-0.427246,-0.280151,0.580688,0.404480,0.648590,-78.491821,147.738647
9290,0.968750,0.088867,0.273926,-3.051758,6.347656,-2.197266,0.619141,-0.293427,-0.567047,-0.457123,-76.074829,-104.869995,1.012207,-0.036133,-0.146484,0.305176,-0.305176,-0.061035,0.259155,-0.717957,-0.237701,-0.600708,-80.326538,10.343628,1.003906,0.156738,0.027832,0.488281,0.061035,-0.427246,-0.280151,0.580688,0.404480,0.648590,-78.491821,147.738647
9300,0.968750,0.088867,0.273926,-3.051758,6.347656,-2.197266,0.619141,-0.293427,-0.567047,-0.457123,-76.074829,-104.869995,1.012207,-0.036133,-0.146484,0.305176,-0.305176,-0.061035,0.259155,-0.717957,-0.237701,-0.600708,-80.326538,10.343628,1.003906,0.156738,0.027832,0.488281,0.061035,-0.427246,-0.280151,0.580688,0.404480,0.648590,-78.491821,147.738647
9310,0.967285,0.090332,0.273926,-2.502441,4.882812,-2.075195,0.621826,-0.291016,-0.566376,-0.455841,-75.893555,-103.732910,1.011230,-0.040039,-0.152832,-0.305176,-1.098633,-0.183105,0.255035,-0.719574,-0.233673,-0.602081,-80.315552,10.030518,0.988770,0.165039,0.039062,-0.305176,-0.366211,-0.549316,-0.279877,0.580902,0.403839,0.648926,-78.519287,147.821045
9320,0.967285,0.090332,0.273926,-2.502441,4.882812,-2.075195,0.621826,-0.291016,-0.566376,-0.455841,-75.893555,-103.732910,1.011230,-0.040039,-0.152832,-0.305176,-1.098633,-0.183105,0.255035,-0.719574,-0.233673,-0.602081,-80.315552,10.030518,0.988770,0.165039,0.039062,-0.305176,-0.366211,-0.549316,-0.279877,0.580902,0.403839,0.648926,-78.519287,147.821045
9330,0.967285,0.090332,0.273926,-2.502441,4.882812,-2.075195,0.621826,-0.291016,-0.566376,-0.455841,-75.893555,-103.732910,1.011230,-0.040039,-0.152832,-0.305176,-1.098633,-0.183105,0.255035,-0.719574,-0.233673,-0.602081,-80.315552,10.030518,0.988770,0.165039,0.039062,-0.305176,-0.366211,-0.549316,-0.279877,0.580902,0.403839,0.648926,-78.519287,147.821045
9340,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.624359,-0.288727,-0.565887,-0.454468,-75.717773,-102.546387,1.018066,-0.036621,-0.143555,-1.098633,-0.244141,-0.061035,0.251007,-0.721039,-0.229645,-0.603577,-80.310059,9.689941,1.002930,0.165527,0.032227,0.000000,0.061035,-0.732422,-0.279358,0.581207,0.402954,0.649384,-78.535767,147.870483
9350,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.624359,-0.288727,-0.565887,-0.454468,-75.717773,-102.546387,1.018066,-0.036621,-0.143555,-1.098633,-0.244141,-0.061035,0.251007,-0.721039,-0.229645,-0.603577,-80.310059,9.689941,1.002930,0.165527,0.032227,0.000000,0.061035,-0.732422,-0.279358,0.581207,0.402954,0.649384,-78.535767,147.870483
9360,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.624359,-0.288727,-0.565887,-0.454468,-75.717773,-102.546387,1.018066,-0.036621,-0.143555,-1.098633,-0.244141,-0.061035,0.251007,-0.721039,-0.229645,-0.603577,-80.310059,9.689941,1.002930,0.165527,0.032227,0.000000,0.061035,-0.732422,-0.279358,0.581207,0.402954,0.649384,-78.535767,147.870483
9370,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.627106,-0.286133,-0.565613,-0.452637,-75.596924,-101.645508,1.012695,-0.029297,-0.144043,-0.183105,-0.549316,0.000000,0.246094,-0.722748,-0.224762,-0.605408,-80.326538,9.255981,0.991699,0.165527,0.034180,-1.525879,0.000000,-1.464844,-0.278931,0.581329,0.402313,0.649872,-78.541260,147.996826
9380,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.627106,-0.286133,-0.565613,-0.452637,-75.596924,-101.645508,1.012695,-0.029297,-0.144043,-0.183105,-0.549316,0.000000,0.246094,-0.722748,-0.224762,-0.605408,-80.326538,9.255981,0.991699,0.165527,0.034180,-1.525879,0.000000,-1.464844,-0.278931,0.581329,0.402313,0.649872,-78.541260,147.996826
9390,0.964844,0.091797,0.274902,-1.892090,3.479004,-1.953125,0.627106,-0.286133,-0.565613,-0.452637,-75.596924,-101.645508,1.012695,-0.029297,-0.144043,-0.183105,-0.549316,0.000000,0.246094,-0.722748,-0.224762,-0.605408,-80.326538,9.255981,0.991699,0.165527,0.034180,-1.525879,0.000000,-1.464844,-0.278931,0.581329,0.402313,0.649872,-78.541260,147.996826
9400,0.963867,0.093262,0.276367,-1.342773,2.258301,-1.892090,0.629303,-0.284027,-0.565613,-0.450928,-75.498047,-100.832520,1.013184,-0.038574,-0.147461,-0.976562,-0.549316,0.061035,0.242340,-0.724182,-0.221008,-0.606567,-80.304565,8.981323,0.977539,0.163086,0.043945,-2.258301,-0.366211,-0.854492,-0.277954,0.581757,0.401154,0.650635,-78.535767,148.057251
9410,0.963867,0.093262,0.276367,-1.342773,2.258301,-1.892090,0.629303,-0.284027,-0.565613,-0.450928,-75.498047,-100.832520,1.013184,-0.038574,-0.147461,-0.976562,-0.549316,0.061035,0.242340,-0.724182,-0.221008,-0.606567,-80.304565,8.981323,0.977539,0.163086,0.043945,-2.258301,-0.366211,-0.854492,-0.277954,0.581757,0.401154,0.650635,-78.535767,148.057251
9420,0.963867,0.093262,0.276367,-1.342773,2.258301,-1.892090,0.629303,-0.284027,-0.565613,-0.450928,-75.498047,-100.832520,1.013184,-0.038574,-0.147461,-0.976562,-0.549316,0.061035,0.242340,-0.724182,-0.221008,-0.606567,-80.304565,8.981323,0.977539,0.163086,0.043945,-2.258301,-0.366211,-0.854492,-0.277954,0.581757,0.401154,0.650635,-78.535767,148.057251
9430,0.963867,0.095215,0.273438,-0.671387,0.976562,-1.831055,0.631714,-0.281586,-0.565857,-0.448792,-75.410156,-99.992065,1.006348,-0.032227,-0.130371,-1.281738,-0.061035,0.183105,0.237854,-0.725586,-0.216492,-0.608307,-80.321045,8.547363,0.983398,0.166016,0.041016,0.488281,-0.549316,-0.488281,-0.277100,0.582275,0.399994,0.651245,-78.557739,148.073730
9440,0.963867,0.095215,0.273438,-0.671387,0.976562,-1.831055,0.631714,-0.281586,-0.565857,-0.448792,-75.410156,-99.992065,1.006348,-0.032227,-0.130371,-1.281738,-0.061035,0.183105,0.237854,-0.725586,-0.216492,-0.608307,-80.321045,8.547363,0.983398,0.166016,0.041016,0.488281,-0.549316,-0.488281,-0.277100,0.582275,0.399994,0.651245,-78.557739,148.073730
9450,0.963867,0.095215,0.273438,-0.671387,0.976562,-1.831055,0.631714,-0.281586,-0.565857,-0.448792,-75.410156,-99.992065,1.006348,-0.032227,-0.130371,-1.281738,-0.061035,0.183105,0.237854,-0.725586,-0.216492,-0.608307,-80.321045,8.547363,0.983398,0.166016,0.041016,0.488281,-0.549316,-0.488281,-0.277100,0.582275,0.399994,0.651245,-78.557739,148.073730
9460,0.963867,0.095215,0.273438,-0.671387,0.976562,-1.831055,0.631714,-0.281586,-0.565857,-0.448792,-75.410156,-99.992065,1.006348,-0.032227,-0.130371,-1.281738,-0.061035,0.183105,0.237854,-0.725586,-0.216492,-0.608307,-80.321045,8.547363,0.983398,0.166016,0.041016,0.488281,-0.549316,-0.488281,-0.277100,0.582275,0.399994,0.651245,-78.557739,148.073730
9470,0.964355,0.097656,0.274902,0.000000,-0.244141,-1.770020,0.633606,-0.279572,-0.566315,-0.446777,-75.355225,-99.354858,1.012207,-0.025879,-0.144531,0.366211,-0.366211,-0.122070,0.233856,-0.726868,-0.212524,-0.609711,-80.337524,8.201294,0.993164,0.172852,0.029297,1.403809,-0.244141,-0.122070,-0.277100,0.582336,0.399750,0.651337,-78.574219,148.095703
9480,0.964355,0.097656,0.274902,0.000000,-0.244141,-1.770020,0.633606,-0.279572,-0.566315,-0.446777,-75.355225,-99.354858,1.012207,-0.025879,-0.144531,0.366211,-0.366211,-0.122070,0.233856,-0.726868,-0.212524,-0.609711,-80.337524,8.201294,0.993164,0.172852,0.029297,1.403809,-0.244141,-0.122070,-0.277100,0.582336,0.399750,0.651337,-78.574219,148.095703
9490,0.964355,0.097656,0.274902,0.000000,-0.244141,-1.770020,0.633606,-0.279572,-0.566315,-0.446777,-75.355225,-99.354858,1.012207,-0.025879,-0.144531,0.366211,-0.366211,-0.122070,0.233856,-0.726868,-0.212524,-0.609711,-80.337524,8.201294,0.993164,0.172852,0.029297,1.403809,-0.244141,-0.122070,-0.277100,0.582336,0.399750,0.651337,-78.574219,148.095703
9500,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.635681,-0.277252,-0.567047,-0.444336,-75.322266,-98.706665,1.008301,-0.034180,-0.154297,-0.610352,-1.586914,-0.427246,0.229706,-0.728302,-0.208588,-0.610931,-80.326538,7.937622,0.983398,0.162598,0.033203,-0.061035,-0.854492,-0.366211,-0.276917,0.582581,0.399231,0.651520,-78.596191,148.134155
9510,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.635681,-0.277252,-0.567047,-0.444336,-75.322266,-98.706665,1.008301,-0.034180,-0.154297,-0.610352,-1.586914,-0.427246,0.229706,-0.728302,-0.208588,-0.610931,-80.326538,7.937622,0.983398,0.162598,0.033203,-0.061035,-0.854492,-0.366211,-0.276917,0.582581,0.399231,0.651520,-78.596191,148.134155
9520,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.635681,-0.277252,-0.567047,-0.444336,-75.322266,-98.706665,1.008301,-0.034180,-0.154297,-0.610352,-1.586914,-0.427246,0.229706,-0.728302,-0.208588,-0.610931,-80.326538,7.937622,0.983398,0.162598,0.033203,-0.061035,-0.854492,-0.366211,-0.276917,0.582581,0.399231,0.651520,-78.596191,148.134155
9530,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.637329,-0.275299,-0.567902,-0.442078,-75.322266,-98.234253,1.013184,-0.042969,-0.140137,-0.305176,-1.098633,-0.122070,0.225555,-0.729767,-0.204590,-0.612091,-80.304565,7.717896,0.987793,0.165039,0.041504,0.122070,-1.037598,-0.122070,-0.276337,0.583069,0.398376,0.651825,-78.623657,148.057251
9540,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.637329,-0.275299,-0.567902,-0.442078,-75.322266,-98.234253,1.013184,-0.042969,-0.140137,-0.305176,-1.098633,-0.122070,0.225555,-0.729767,-0.204590,-0.612091,-80.304565,7.717896,0.987793,0.165039,0.041504,0.122070,-1.037598,-0.122070,-0.276337,0.583069,0.398376,0.651825,-78.623657,148.057251
9550,0.967285,0.101074,0.270508,0.488281,-1.464844,-1.647949,0.637329,-0.275299,-0.567902,-0.442078,-75.322266,-98.234253,1.013184,-0.042969,-0.140137,-0.305176,-1.098633,-0.122070,0.225555,-0.729767,-0.204590,-0.612091,-80.304565,7.717896,0.987793,0.165039,0.041504,0.122070,-1.037598,-0.122070,-0.276337,0.583069,0.398376,0.651825,-78.623657,148.057251
9560,0.971191,0.104980,0.268555,0.854492,-2.502441,-1.464844,0.638855,-0.273407,-0.569000,-0.439667,-75.344238,-97.756348,1.016602,-0.035645,-0.141602,0.061035,0.000000,-0.061035,0.222321,-0.730713,-0.201294,-0.613251,-80.310059,7.410278,0.992188,0.165039,0.033691,0.427246,-0.976562,-0.122070,-0.275909,0.583527,0.397675,0.652069,-78.651123,147.980347
9570,0.971191,0.104980,0.268555,0.854492,-2.502441,-1.464844,0.638855,-0.273407,-0.569000,-0.439667,-75.344238,-97.756348,1.016602,-0.035645,-0.141602,0.061035,0.000000,-0.061035,0.222321,-0.730713,-0.201294,-0.613251,-80.310059,7.410278,0.992188,0.165039,0.033691,0.427246,-0.976562,-0.122070,-0.275909,0.583527,0.397675,0.652069,-78.651123,147.980347
9580,0.971191,0.104980,0.268555,0.854492,-2.502441,-1.464844,0.638855,-0.273407,-0.569000,-0.439667,-75.344238,-97.756348,1.016602,-0.035645,-0.141602,0.061035,0.000000,-0.061035,0.222321,-0.730713,-0.201294,-0.613251,-80.310059,7.410278,0.992188,0.165039,0.033691,0.427246,-0.976562,-0.122070,-0.275909,0.583527,0.397675,0.652069,-78.651123,147.980347
9590,0.973145,0.108398,0.268555,0.793457,-2.807617,-1.342773,0.640564,-0.271271,-0.570251,-0.436859,-75.377197,-97.377319,1.009766,-0.028809,-0.155273,-1.037598,0.000000,-0.488281,0.217834,-0.731995,-0.196960,-0.614716,-80.332031,7.058716,0.984863,0.172852,0.024414,0.427246,-1.098633,-0.061035,-0.275909,0.583740,0.397430,0.652008,-78.678589,147.919922
9600,0.973145,0.108398,0.268555,0.793457,-2.807617,-1.342773,0.640564,-0.271271,-0.570251,-0.436859,-75.377197,-97.377319,1.009766,-0.028809,-0.155273,-1.037598,0.000000,-0.488281,0.217834,-0.731995,-0.196960,-0.614716,-80.332031,7.058716,0.984863,0.172852,0.024414,0.427246,-1.098633,-0.061035,-0.275909,0.583740,0.397430,0.652008,-78.678589,147.919922
9610,0.973145,0.108398,0.268555,0.793457,-2.807617,-1.342773,0.640564,-0.271271,-0.570251,-0.436859,-75.377197,-97.377319,1.009766,-0.028809,-0.155273,-1.037598,0.000000,-0.488281,0.217834,-0.731995,-0.196960,-0.614716,-80.332031,7.058716,0.984863,0.172852,0.024414,0.427246,-1.098633,-0.061035,-0.275909,0.583740,0.397430,0.652008,-78.678589,147.919922
